name|line
Rintaro|Hey, Finger! Why the long face, eh?
Mayuri|Tutturu♪ Moeka-san. What are you doing here?
Moeka|...
Rintaro|Hey, are you listening? If you have a problem, the insane mad scientist, Hououin Kyouma, will gladly assist!
Rintaro|But be warned. By the time I’m through, Akiba will be an ocean of blood... heh heh heh.
Moeka|...
Rintaro|What is it? What’s wrong?
Moeka|...
Rintaro|What do you mean, what happened?
Moeka|...
Rintaro|We don’t fully understand it yet. We’re in the middle of upgrading it.
Mayuri|It’s amazing! This time, we might even be able to time leap.
Rintaro|Don’t write anything about it. Otherwise we’ll have to expel you from the lab.
Rintaro|Our hacking of SERN has uncovered a new possibility for the PhoneWave (name subject to change).
Rintaro|It’s a form of time travel made possible by borrowing SERN’s equipment.
Rintaro|This discovery will begin a new age of human civilization. No longer will men be slaves to time. Any future you desire can be yours!
Rintaro|And history will record that we, the Future Gadget Laboratory, changed the world forever!
Mayuri|Um, Okarin, that was really confusing. You lost Mayushii.
Rintaro|...
Rintaro|U-unhand me!
Rintaro|The time leap is a way to send your memories to the past!
Rintaro|We found a way to make that possible. Soon we will complete the machine and become the undisputed lords of time!
Mayuri|Um, Okarin came up with the idea and Chris-chan told us how to do it. Daru-kun’s helping, and Mayushii and Okarin are shopping♪
Moeka|...
Mayuri|Are you okay, Moeka-san? Do you feel sick?
Moeka|...
Rintaro|I can’t be sure. There are still several problems remaining. If they don’t give us too much trouble, I guess we’ll have it done in a week.
Rintaro|On the other hand, we can’t do anything until they’re solved.
Rintaro|Everything is the choice of Steins Gate. I have faith there exists a path to success.
Rintaro|And once the door is opened, the chaos for which I have so longed shall at last descend upon the Earth. Trumpets will sound from the highest heaven, and the final battle, Ragnarok, will begin!
Mayuri|Who are you fighting, Okarin?
Rintaro|The Organization, of course. Their rule must end once and for all.
Mayuri|Wow! Don’t do anything dangerous, okay?
Moeka|Hehe...
Moeka|Hehehe...
Mayuri|What do you think is wrong with Moeka-san?
Rintaro|Muha, muhahaha, MUHAHAHAHAHAHAHA!
Mayuri|Whaaah? Now Okarin’s acting weird!
Mayuri|Mayushii’s worried...
Kurisu|Ah...
Kurisu|H-hey! Think you could knock!?
Rintaro|This isn’t your room. Besides, I’d have to be a fool to knock. There could be assassins lying in ambush.
Kurisu|Assassins? Here? Are you stupid?
Rintaro|Anyway, Christina. What were you looking at just now, hmm?
Kurisu|I was... doing research!
Kurisu|S-stay back!
Rintaro|...
Kurisu|...
Kurisu|G-got a problem?
Rintaro|...pfft!
Kurisu|Hey! What’s with that ’this is awful, rofl rofl’ laughter!?
Rintaro|Have no fear, Christina. Or should I call you... @channeler Chris!
Kurisu|Don’t call me that!
Rintaro|Heh heh heh, I already knew. That’s right! I realized long ago that you were an @channeler!
Rintaro|You can’t hide it from me. You reek of @channel corruption!
Kurisu|How rude! I make sure to apply light perfume every day!
Rintaro|Fool. That’s not what I meant. I’m talking about the scent of your soul.
Kurisu|My soul? What’s that supposed to mean? Explain.
Rintaro|Why? So you can learn how to hide it?
Kurisu|Sh-shut up! Just explain already.
Rintaro|There’s nothing to explain. You use @channel memes in conversation. I’d have to be stupid not to notice.
Kurisu|...Feels bad, man.
Rintaro|That’s an @channel meme too.
Kurisu|Ugh...
Rintaro|Your soul is tainted with the essence of @channel. You cannot hide it, not in such close proximity to another who uses @channel memes in actual conversation. Your souls resonate.
Kurisu|That’s it! It’s all Hashida’s fault!
Rintaro|But it’s cute how you try to hide it, @channeler Chris.
Kurisu|DON’T CALL ME THAT.
Rintaro|But I don’t understand. You were raised in America, so how are you so familiar with @channel?
Kurisu|You can browse @channel from America. Need I say more?
Rintaro|Ahh, I get it. Living in an English-only environment made you hungry for Japanese. But did you have to resort to @channel?
Kurisu|Sure, it’s not the friendliest place, but I couldn’t find anywhere that felt more ’Japanese’.
Kurisu|Anyway, can I ask a favor?
Rintaro|What is it?
Rintaro|If you have something to say, say it.
Kurisu|Don’t tell anyone else about this.
Rintaro|What difference does it make? Daru’s the most hardcore @channeler who ever lived, and Mayuri’s an otaku too. Even I browse @channel regularly.
Rintaro|There’s nothing to be ashamed of! Just boldly write ’Hobbies: Browsing @channel’ on your resume!
Kurisu|Not a chance, you idiot!
Rintaro|What!? You mean you’d rather post anchors on VIP!?
Kurisu|Gh, I hate myself for understanding those words!
Rintaro|Well, whatever. If it will help you focus on the time leap machine, I’ll keep your secret for now. Besides, it’s just a matter of time before you make another mistake and reveal your true colors.
Kurisu|You don’t have to worry about me. Remember that I represented my entire laboratory when we presented our research, even though there were men twice my age on the project.
Kurisu|I’m an expert at dealing with people. I’ll have no trouble keeping it a secret.
Rintaro|...Nullpo.
Kurisu|Gah!
Kurisu|No...!
Mayuri|*yawn*...
Rintaro|Mayuri, go home before it gets too late. Your parents will worry.
Mayuri|It’s okay. I’m gonna stay the night.
Rintaro|...R-really?
Mayuri|Yup. I already told Mom and Dad.
Rintaro|Are you staying to work on your costume?
Mayuri|It won’t be done in time for ComiMa if I don’t. Ehehe!
Rintaro|I’m surprised your parents let you stay.
Rintaro|It must be my overwhelming charisma... No, wait, that makes me sound like a good person, so that can’t be it...
Rintaro|Of course! Mayuri’s parents are so afraid of my insanity that they sent me their only daughter as a hostage!
Kurisu|Reported.
Kurisu|What would you do if I called the cops on you?
Rintaro|I unleash my right arm on traitors, Christina.
Kurisu|Yeah, yeah, chuunibyou, whatever.
Mayuri|Um, I told Mom and Dad that Chris-chan would be here. Then they said okay.
Kurisu|Wait, so I have to stay too?
Mayuri|Yup♪ Don’t you have to work on the PhoneWave?
Kurisu|I guess... but I don’t relish the thought of spending the night here. At least, not with a certain somebody around.
Rintaro|Environment matters, Christina. This is a place of science and research, so you should have no trouble concentrating on your work. Trust the great Hououin Kyouma.
Rintaro|Also, it may surprise you to learn that I have equipped this lab with a system that stimulates brain function.
Rintaro|So if you were wondering where my incredible genius comes from, now you know! It’s because I sleep in this room every night!
Kurisu|This stimulation system of yours... I assume it’s been dumping toxic waste in your brain?
Rintaro|You sound like an environmentalist, Zombie.
Mayuri|Ah, Mayushii knows! You’re talking about that, right?
Kurisu|This... air freshener?
Mayuri|Okarin said the smell makes you smarter. He bought it at Akiba-o. When was that?
Rintaro|...About six months ago. It was on sale for 500 yen.
Kurisu|I’m starting to think even you don’t believe the stuff you say.
Kurisu|And besides, this air freshener is empty.
Kurisu|Well, whatever. I was planning to stay either way. I’ll join you, Mayuri-san.
Mayuri|Really? That’s great!
Kurisu|On one condition. Okabe leaves.
Rintaro|Me, leave? I practically live here! This lab was promised to me by Steins Gate. It’s the dwelling place of my soul!
Kurisu|We girls are staying here overnight, so you filthy boys need to show respect. Your home isn’t even far from here, right?
Mayuri|Okarin lives close to Mayushii, in Ikebukuro.
Kurisu|Why, that’s less than 30 minutes by train. Anyway, I’m not going to need your help tonight, so just go home like a good boy, okay?
Rintaro|But I refuse.
Kurisu|What? Are you planning to molest us!?
Rintaro|Shut up, Mongolian Spot!
Kurisu|I don’t have a Mongolian Spot! And when did you see my butt, anyway!?
Rintaro|I can’t leave two young girls here alone! Minors need guardians!
Mayuri|But Okarin’s a minor too!
Rintaro|I’ll be 20 in less than a year and a half. In other words, Steins Gate has decided that I am an adult.
Kurisu|I’m pretty sure that makes you a minor just like us.
Mayuri|Um, Chris-chan? I don’t think Okarin would do anything bad.
Mayuri|I mean, we’ve been together for more than ten years, and he hasn’t molested me once.
Kurisu|But he took you hostage, didn’t he?
Mayuri|Yup♪ Actually, I’m still his hostage.
Kurisu|We should kick him out of the room.
Rintaro|Haa...
Rintaro|You disappoint me, Christina.
Rintaro|This lab is a place of science. We are above such petty concerns as sex. If you must speak of these vulgarities, then I’ll have to ask you and your Mongolian Spot to leave!
Rintaro|Ah. So Christina really does have a birthmark on her bu--
Kurisu|NO!
Rintaro|Is everyone okay!?
Kurisu|Kyaaa! What are you doing!?
Mayuri|Hyah! No peeking, Okarin!
Rintaro|Phew. You’re still alive.
Rintaro|Don’t scare me like that. What are you guys doing packed into that tiny shower anyway?
Kurisu|Get out, you perv!
Rintaro|Whoa!
Mayuri|Mayushii’s sad... I feel kinda dirty....
Kurisu|You’re gonna regret this! I’ll never forgive you!
Rintaro|It’s me. We have a problem. I’m under attack from the Mongolian Spot and Ditzy sisters. They’re going directly after my sanity, a bold move against the insane mad scientist Hououin Kyouma.
